RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B9-042327,1557792000000,1025,TOUZALIN at FREMONT,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,3598
B9-042329,1557792000000,945,"S 33,J to RANDOLPH",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3599
B9-042356,1557792000000,1220,"O,14 to CENTENNIAL MALL",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3600
B9-049899,1559606400000,2106,2641 TICONDEROGA at MCDONALDS LOT,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,3601
B9-049950,1559606400000,2307,"S,N 23 to N 24",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3602
B9-049968,1559692800000,45,915 GASLIGHT at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3603
B9-050046,1559692800000,710,"CORNHUSKER,N 44 to N 48",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3604
B9-050049,1559692800000,722,GRAINGER PKWY at S 25,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,3605
B9-050072,1559692800000,850,"S 10,M to N",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3606
B9-050082,1559692800000,945,7001 A at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,3607
B9-050083,1559692800000,1000,31 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3608
B9-050113,1559692800000,1120,68 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3609
B9-050127,1559692800000,9999,2612 J at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3610
B9-050136,1559692800000,1258,N 48 at VINE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3611
B9-050168,1559692800000,1435,"S 48,HIGH to SHERMAN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3612
B9-050169,1559692800000,1449,"TUDOR,NW 3 to NW 3",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3613
B9-050195,1559692800000,1620,"HOLDREGE,N 33 to N 34",NON-INJ,REAR END,2,0,NO,NO,YES,NO,NO,NO,NO,3614
B9-050196,1559692800000,9999,- at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,YES,NO,3615
B9-050199,1559692800000,9999,"S 29,COLLISTER RD to KATELYN CR",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3616
B9-050216,1559692800000,1710,N 48 at HUNTINGTON,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3617
B9-050219,1559692800000,1720,"N 14,BUTLER to FURNAS",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3618
B9-050227,1559692800000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3619
B9-050258,1559692800000,9999,"N 33,HOLDREGE to STARR",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3620
B9-050270,1559692800000,2020,"WHITEHEAD DR,N 27 to TELLURIDE DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3621
B9-050290,1559692800000,2057,S 58 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3622
B9-050308,1559692800000,2145,"HWY 77,HOLLAND to ALVO RD",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3623
B9-050317,1559692800000,9999,"S 2,B to C",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,3624
B9-050322,1559692800000,2230,"HOMESTEAD EXP,ROSA PARKS WAY to W VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3625
B9-050323,1559692800000,2235,48 at O,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,NO,NO,3626
B9-050336,1559692800000,9999,"S 21,MONROE to N",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3627
B9-050388,1559779200000,442,"I 180,I 80 to SUPERIOR",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3628
B9-047348,1559001600000,1612,"SOUTH,S 18 to S 19",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3629
B9-050395,1559779200000,9999,"S 11,A to WASHINGTON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3630
B9-050407,1559779200000,820,"A,S 26 to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3631
B9-050408,1559779200000,825,"N ANTELOPE VALL,VINE to N 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3632
B9-049112,1559433600000,1613,"LEIGHTON,N 54 to N 56",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3633
B9-051320,1559952000000,1929,"S 48,L to M",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3634
B9-050410,1559779200000,9999,"BENTON,N 65 to N 66",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3635
B9-050411,1559779200000,830,"HOLDREGE,N 29 to N 30",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3636
B9-050419,1559779200000,9999,"N 3,KNOX to NELSON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3637
B9-050426,1559779200000,900,"S 40,PAWNEE to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3638
B9-050446,1559779200000,1000,N 59 at CLEVELAND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3639
B9-045732,1558656000000,730,"HOMESTEAD EXP,I 80 to W O",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3640
B9-050490,1559779200000,1250,"O,84 to ANTHONY",INJURY,REAR END,4,2,NO,NO,NO,NO,NO,YES,NO,3641
B9-050491,1559779200000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3642
B9-050495,1559779200000,1255,"CORNHUSKER,I 180 to N 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3643
B9-050519,1559779200000,1425,VINE at N ANTELOPE VALL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3644
B9-050528,1559779200000,1433,1601 PINE LAKE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3645
B9-050531,1559779200000,1448,"N 33,VINE to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3646
B9-050540,1559779200000,1315,S 19 at SOUTH,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3647
B9-050541,1559779200000,1515,"N 9,P to Q",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,YES,3648
B9-050545,1559779200000,1535,"SUN VALLEY,W O to W P",NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3649
B9-050560,1559779200000,1613,NORMAL at HOLMES NORTH SHR,NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3650
B9-050579,1559779200000,1721,N 1 at CORNHUSKER,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,3651
B9-050586,1559779200000,1740,"N 27,T to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3652
B9-050611,1559779200000,1900,N 50 at KNOX,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3653
B9-050620,1559779200000,1925,S 9 at N,INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,3654
B9-048130,1559174400000,1905,"NW 12,ISAAC to W HIGHLAND",INJURY,OTHER,2,1,NO,NO,YES,NO,NO,NO,NO,3655
B9-046495,1558828800000,251,"S 52,MELROSE to PAWNEE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3656
B9-050630,1559779200000,9999,"CORNHUSKER,I 180 to N 1",INJURY H&R,SIDE SWIPE,1,1,NO,YES,NO,NO,NO,NO,NO,3657
B9-049117,1559347200000,1330,"N 27,CORNHUSKER to KNOX",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,3658
B9-049150,1559433600000,1747,"S 16,PROSPECT to ROSE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3659
B9-049157,1559433600000,9999,6100 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3660
B9-049159,1559433600000,1810,"S 40,DUXHALL DR to OLD CHENEY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3661
B9-049192,1559433600000,1823,5707 THE KNOLLS at -,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3662
B9-049224,1559433600000,2200,"N 33,U to VINE",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3663
B9-049269,1559520000000,9999,GILLESPIE at SOUTH,NON-INJ H&R,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,NO,NO,3664
B9-049311,1559520000000,9999,13 at O,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3665
B9-049312,1559520000000,715,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3666
B9-049318,1559520000000,800,"I 180,CORNHUSKER to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3667
B9-049319,1559433600000,2245,"N 25,KENSINGTON to TICONDEROGA",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3668
B9-049320,1559520000000,750,9 at O,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,3669
B9-049328,1559520000000,850,S 11 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3670
B9-049367,1559520000000,1137,"OLD CHENEY,S 52 to S 56",NON-INJ,RAN OFF ROAD,4,0,NO,NO,NO,NO,NO,NO,NO,3671
B9-049370,1559520000000,1144,"OLD CHENEY,S 56 to S 58",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3672
B9-049373,1559520000000,1154,"OLD CHENEY,S 52 to S 56",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3673
B9-049382,1559520000000,1213,Y - ORCHARD at N 26 - N 27,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3674
B9-049401,1559520000000,1314,"N 70,O to P",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,3675
B9-049402,1559520000000,1312,S 37 at VAN DORN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3676
B9-049405,1559520000000,1320,"NEBR HWY,S 14 to BROWER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3677
B9-049412,1559520000000,1350,"W CORNHUSKER,NW 12 to W DAWES",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3678
B9-049418,1559520000000,1411,"L,S 16 to S 17",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,3679
B9-049422,1559520000000,1421,N 14 at FLETCHER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3680
B9-049425,1559520000000,1449,"A,CAPITOL PKWY to CHAUTAUQUA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3681
B9-049428,1559520000000,1430,NW 12 at W BOND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3682
B9-049444,1559520000000,1545,"HILL ST,S 10 to S 9",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3683
B9-049445,1559520000000,1552,"ARBOR,HWY 77 to CITY LIMITS",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,3684
B9-049450,1559520000000,9999,UNKNOWN at -,NON-INJ H&R,UNKNOWN,1,0,NO,NO,NO,NO,NO,NO,NO,3685
B9-049454,1559520000000,1611,S 44 at M,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3686
B9-049486,1559520000000,1734,"N 33,CORNHUSKER to MADISON",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3687
B9-049498,1559520000000,1816,"Q,N 16 to N 17",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3688
B9-049499,1559520000000,1800,N 84 at HOLDREGE,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3689
B9-049521,1559520000000,1730,"S 10,K to L",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3690
B9-049525,1559520000000,1928,"S 70,NORMAL to VAN DORN",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,3691
B9-049577,1559520000000,2225,"S 21,B to C",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3692
B9-049639,1559606400000,9999,"NANCE,DEAD END to 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3693
B9-049652,1559606400000,745,"S 40,EVERETT to WASHINGTON",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,3694
B9-049663,1559606400000,750,FOLKWAYS at NORTH HILL RD,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,3695
B9-049666,1559606400000,810,"A,S 26 to S 27",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3696
B9-049690,1559606400000,1006,"W BURNHAM,S FOLSOM to SW 9",INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,NO,NO,3697
B9-045744,1558656000000,830,OLD CHENEY at NEBR HWY,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,YES,NO,3698
B9-051322,1559952000000,1920,"S 34,D to F",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3699
B9-049692,1559606400000,1010,S 40 at SOUTH,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,3700
B9-049730,1559606400000,1250,"CORNHUSKER,N 31 to N 33",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3701
B9-049750,1559606400000,1414,"N 84,WINDMILL DR to ADAMS",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,3702
B9-049791,1559606400000,1545,"SUPERIOR,INDUSTRIAL to N 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3703
B9-049819,1559606400000,1713,S 27 at NOTTINGHAM,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3704
B9-049823,1559606400000,1720,"N 66,O to Q",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3705
B9-049830,1559606400000,1758,"PIONEERS,S 84 to S 86",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3706
B9-049831,1559606400000,1750,"WAY,BENTON to FREMONT",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3707
B9-049833,1559606400000,1802,S 46 at PIONEERS,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,3708
B9-047362,1559001600000,1620,"ADAMS,N 73 to N 74",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3709
B9-050657,1559779200000,2130,"SUPERIOR,BEL RIDGE to N 14",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3710
B9-046556,1558828800000,1003,"A,S 13 to S 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3711
B9-048265,1559260800000,830,"FOLKWAYS,SEA MOUNTAIN to VENTURE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3712
B9-050664,1559779200000,9999,"S 1,H to J",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3713
B9-050694,1559779200000,9999,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3714
B9-050760,1559865600000,700,"W CORNHUSKER,N 1 to NW 4",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,3715
B9-050761,1559865600000,708,"NW 12,W ADAMS to W BOND",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3716
B9-047373,1559001600000,1645,S 16 at PINE LAKE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3717
B9-050769,1559865600000,751,"VAN DORN,S 6 to S 9",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3718
B9-046559,1558828800000,1011,"SYCAMORE,CHERRYWOOD to MAPLEWOOD",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3719
B9-047378,1559001600000,1858,S 18 at G,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3720
B9-050770,1559865600000,750,"ADAMS,N 72 to N 73",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,3721
B9-046562,1558828800000,1026,"S 66,APPLEWOOD to PLUMWOOD",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3722
B9-047387,1559001600000,1728,"S 27,RYONS to SOUTH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3723
B9-050780,1559865600000,805,"CORNHUSKER,N 33 to N 35",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3724
B9-046581,1558742400000,9999,"N 7,P to Q",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3725
B9-047452,1559001600000,2022,S 13 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,3726
B9-050789,1559865600000,906,MORAINE at ELDON,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3727
B9-046586,1558828800000,1205,"Y,N 23 to STEWART",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3728
B9-047459,1559001600000,2036,"A,S 16 to S 17",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,3729
B9-050793,1559865600000,9999,"CLEVELAND,N 59 to N 60",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3730
B9-046598,1558828800000,9999,"S 9,L to M",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3731
B9-047462,1559001600000,9999,1941 Y at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3732
B9-051339,1559952000000,9999,6100 O at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,3733
B9-050801,1559865600000,955,"N 55,HEUMANN to VINE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3734
B9-046610,1558828800000,1323,", to",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3735
B9-048266,1559260800000,830,S 17 at K,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,3736
B9-045745,1557878400000,1130,"NW 18,W O to W Q",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,3737
B9-047469,1559001600000,2115,"SHELDON,N 22 to N 23",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3738
B9-051355,1559952000000,9999,1001 S 13 at CASEYS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3739
B9-050811,1559865600000,1024,S 27 at FRANKLIN,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3740
B9-046622,1558828800000,1418,S 11 at D,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3741
B9-048278,1559260800000,934,N 17 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3742
B9-045756,1558569600000,2000,640 W PROSPECTOR at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3743
B9-047470,1559001600000,2120,"S 14,DAKOTA to PAWNEE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3744
B9-051358,1559952000000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3745
B9-051382,1559952000000,2237,"S COTNER,LENOX to M",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3746
B9-051388,1559952000000,2301,"N 3,CANDLEWOOD LN to EVANS LN",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3747
B9-051392,1559952000000,2322,"P,N 10 to N 9",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3748
B9-051440,1560038400000,139,"A,S 17 to S 18",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3749
B9-051457,1560038400000,250,"NEBR HWY,PIONEERS to S 33",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3750
B9-051475,1560038400000,435,"QUEENS,PRINCE to PRINCESS MARGARE",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3751
B9-051488,1560038400000,9999,"N 14,HARTLEY to JUDSON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3752
B9-051508,1560038400000,1022,S 40 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3753
B9-051509,1560038400000,1029,S 40 at PINE LAKE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3754
B9-051515,1560038400000,1037,"S 27,NEBR HWY to WOODS BLVD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3755
B9-051531,1560038400000,1255,3940 N 26 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3756
B9-051532,1560038400000,9999,TORCHLIGHT at 2700 BLK,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3757
B9-051533,1560038400000,1259,401 N 84 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,3758
B9-051566,1560038400000,9999,4701 OLD CHENEY at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3759
B9-051574,1560038400000,1600,S 40 at SWEETBRIAR,NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,3760
B9-051580,1560038400000,1619,"N 56,R to S",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3761
B9-051595,1560038400000,1715,"N ANTELOPE VALL,S to Q",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3762
B9-051599,1560038400000,1300,"N 27,FAIRFIELD to OLD DAIRY RD",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3763
B9-051602,1560038400000,1735,S 9 at M,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3764
B9-051608,1560038400000,1800,"W O,W ROUNDHOUSE to SUN VALLEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3765
B9-051611,1560038400000,1820,S 84 at PRESCOTT,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,3766
B9-051614,1560038400000,1820,"N 27,FOLKWAYS to KENSINGTON",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3767
B9-051644,1560038400000,2010,"PINE LAKE,RIDGE RD to S 27",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3768
B9-051669,1560038400000,2135,"HOMESTEAD EXP,ROSA PARKS WAY to W O",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3769
B9-051680,1560038400000,9999,4700 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3770
B9-051778,1560124800000,925,"S ANTELOPE VALL,L to M",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3771
B9-051786,1560124800000,9999,"PAXTON,BENTON to FAIRFIELD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3772
B9-051820,1560124800000,1130,"NORMAL,S 56 to S 58",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,3773
B9-051825,1560124800000,1211,S 40 at DUXHALL DR,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,3774
B9-051833,1560124800000,1215,"SOUTH,S 33 to S 34",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3775
B9-051869,1560124800000,1530,5050 N 27 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3776
B9-051872,1560124800000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3777
B9-051875,1560124800000,1416,MCBRIDE AVE at GRAINGER PKWY,NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3778
B9-051881,1559520000000,1440,"S 27,JAMESON NORTH to OLD CHENEY",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3779
B9-051904,1560124800000,1605,DUDLEY at N COTNER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3780
B9-051922,1560124800000,1705,"HWY 34,W FLETCHER to FALLBROOK BLVD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3781
B9-051967,1560124800000,1952,S 46 at PRESCOTT,NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,YES,NO,3782
B9-051969,1560124800000,2008,27 at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3783
B9-052087,1560211200000,739,"PIONEERS,S 40 to S 43",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3784
B9-052090,1560211200000,751,SYCAMORE at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3785
B9-052096,1560211200000,751,"ADAMS,N 72 to N 73",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3786
B9-052112,1560211200000,900,"VINE,N 22 to N 23",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3787
B9-052114,1560211200000,9999,HOLDREGE at N 80,INJURY H&R,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,3788
B9-052125,1560211200000,945,"N 84,LEXINGTON to LEIGHTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3789
B9-052133,1560211200000,1030,"CORNHUSKER,N 33 to N 35",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,3790
